"Time","TemperatureF"
2012-10-02 23:51:00,59.1
2012-10-02 23:56:00,59.1
2012-10-03 00:01:00,59.2
2012-10-03 00:06:00,59.1
2012-10-03 00:11:00,59.1
2012-10-03 00:16:00,59.1
2012-10-03 00:21:00,59.1
2012-10-03 00:26:00,59.1
2012-10-03 00:31:00,59.2
2012-10-03 00:36:00,59.2
2012-10-03 00:41:00,59.3
2012-10-03 00:46:00,59.4
2012-10-03 00:51:00,59.4
2012-10-03 00:56:00,59.4
2012-10-03 01:01:00,59.4
2012-10-03 01:06:00,59.4
2012-10-03 01:11:00,59.4
2012-10-03 01:16:00,59.4
2012-10-03 01:21:00,59.4
2012-10-03 01:26:00,59.3
2012-10-03 01:31:00,59.4
2012-10-03 01:36:00,59.4
2012-10-03 01:41:00,59.4
2012-10-03 01:46:00,59.4
2012-10-03 01:51:00,59.4
2012-10-03 01:56:00,59.5
2012-10-03 02:01:00,59.5
2012-10-03 02:06:00,59.5
2012-10-03 02:11:00,59.5
2012-10-03 02:16:00,59.5
2012-10-03 02:21:00,59.6
2012-10-03 02:26:00,59.6
2012-10-03 02:31:00,59.6
2012-10-03 02:36:00,59.7
2012-10-03 02:41:00,59.7
2012-10-03 02:46:00,59.7
2012-10-03 02:51:00,59.8
2012-10-03 02:56:00,59.8
2012-10-03 03:01:00,59.7
2012-10-03 03:06:00,59.7
2012-10-03 03:11:00,59.7
2012-10-03 03:16:00,59.6
2012-10-03 03:21:00,59.7
2012-10-03 03:26:00,59.6
2012-10-03 03:31:00,59.6
2012-10-03 03:36:00,59.6
2012-10-03 03:41:00,59.6
2012-10-03 03:46:00,59.5
2012-10-03 03:51:00,59.4
2012-10-03 03:56:00,59.3
2012-10-03 04:01:00,59.2
2012-10-03 04:06:00,59.2
2012-10-03 04:11:00,59.2
2012-10-03 04:16:00,59.1
2012-10-03 04:21:00,59.1
2012-10-03 04:26:00,59.1
2012-10-03 04:31:00,59
2012-10-03 04:36:00,59
2012-10-03 04:41:00,59
2012-10-03 04:46:00,59
2012-10-03 04:51:00,58.9
2012-10-03 04:56:00,58.9
2012-10-03 05:01:00,58.8
2012-10-03 05:06:00,58.8
2012-10-03 05:11:00,58.7
2012-10-03 05:16:00,58.7
2012-10-03 05:21:00,58.7
2012-10-03 05:26:00,58.7
2012-10-03 05:31:00,58.7
2012-10-03 05:36:00,58.7
2012-10-03 05:41:00,58.8
2012-10-03 05:46:00,58.9
2012-10-03 05:51:00,59
2012-10-03 05:56:00,59
2012-10-03 06:01:00,59.1
2012-10-03 06:06:00,59.1
2012-10-03 06:11:00,59.1
2012-10-03 06:16:00,59.1
2012-10-03 06:21:00,59.2
2012-10-03 06:26:00,59.2
2012-10-03 06:31:00,59.2
2012-10-03 06:36:00,59.2
2012-10-03 06:41:00,59.3
2012-10-03 06:46:00,59.4
2012-10-03 06:51:00,59.5
2012-10-03 06:56:00,59.5
2012-10-03 07:01:00,59.5
2012-10-03 07:06:00,59.5
2012-10-03 07:11:00,59.4
2012-10-03 07:16:00,59.4
2012-10-03 07:21:00,59.4
2012-10-03 07:26:00,59.4
2012-10-03 07:31:00,59.3
2012-10-03 07:36:00,59.3
2012-10-03 07:41:00,59.3
2012-10-03 07:46:00,59.3
2012-10-03 07:51:00,59.3
2012-10-03 07:56:00,59.3
2012-10-03 08:01:00,59.3
2012-10-03 08:06:00,59.3
2012-10-03 08:11:00,59.2
2012-10-03 08:16:00,59.1
2012-10-03 08:21:00,59.1
2012-10-03 08:26:00,59.1
2012-10-03 08:31:00,59
2012-10-03 08:36:00,59
2012-10-03 08:41:00,59.1
2012-10-03 08:46:00,59.2
2012-10-03 08:51:00,59.3
2012-10-03 08:56:00,59.2
2012-10-03 09:01:00,59.2
2012-10-03 09:06:00,59.2
2012-10-03 09:11:00,59.3
2012-10-03 09:16:00,59.4
2012-10-03 09:21:00,59.5
2012-10-03 09:26:00,59.5
2012-10-03 09:31:00,59.5
2012-10-03 09:36:00,59.6
2012-10-03 09:41:00,59.6
2012-10-03 09:46:00,59.6
2012-10-03 09:51:00,59.6
2012-10-03 09:56:00,59.6
2012-10-03 10:01:00,59.7
2012-10-03 10:06:00,59.7
2012-10-03 10:11:00,59.8
2012-10-03 10:16:00,59.9
2012-10-03 10:21:00,60.1
2012-10-03 10:26:00,60.2
2012-10-03 10:31:00,60.2
2012-10-03 10:36:00,60.1
2012-10-03 10:41:00,60.1
2012-10-03 10:46:00,60.1
2012-10-03 10:51:00,60.2
2012-10-03 10:56:00,60.1
2012-10-03 11:01:00,60.2
2012-10-03 11:06:00,60.2
2012-10-03 11:11:00,60.3
2012-10-03 11:16:00,60.4
2012-10-03 11:21:00,60.4
2012-10-03 11:26:00,60.3
2012-10-03 11:31:00,60.2
2012-10-03 11:36:00,60.3
2012-10-03 11:41:00,60.4
2012-10-03 11:46:00,60.4
2012-10-03 11:51:00,60.4
2012-10-03 11:56:00,60.4
2012-10-03 12:01:00,60.4
2012-10-03 12:06:00,60.4
2012-10-03 12:11:00,60.4
2012-10-03 12:16:00,60.4
2012-10-03 12:21:00,60.4
2012-10-03 12:26:00,60.4
2012-10-03 12:31:00,60.4
2012-10-03 12:36:00,60.5
2012-10-03 12:41:00,60.6
2012-10-03 12:46:00,60.5
2012-10-03 12:51:00,60.4
2012-10-03 12:56:00,60.4
2012-10-03 13:01:00,60.5
2012-10-03 13:06:00,60.5
2012-10-03 13:11:00,60.6
2012-10-03 13:16:00,60.7
2012-10-03 13:21:00,60.5
2012-10-03 13:26:00,60.7
2012-10-03 13:31:00,60.8
2012-10-03 13:36:00,60.9
2012-10-03 13:41:00,60.9
2012-10-03 13:46:00,60.8
2012-10-03 13:51:00,60.7
2012-10-03 13:56:00,60.7
2012-10-03 14:01:00,60.9
2012-10-03 14:06:00,60.9
2012-10-03 14:11:00,61.1
2012-10-03 14:16:00,61.1
2012-10-03 14:21:00,60.9
2012-10-03 14:26:00,60.9
2012-10-03 14:31:00,61
2012-10-03 14:36:00,60.9
2012-10-03 14:41:00,61.1
2012-10-03 14:46:00,61.2
2012-10-03 14:51:00,61.2
2012-10-03 14:56:00,61.2
2012-10-03 15:01:00,61.3
2012-10-03 15:06:00,61.4
2012-10-03 15:11:00,61.5
2012-10-03 15:16:00,61.4
2012-10-03 15:21:00,61.4
2012-10-03 15:26:00,61.4
2012-10-03 15:31:00,61.5
2012-10-03 15:36:00,61.7
2012-10-03 15:41:00,61.6
2012-10-03 15:46:00,61.4
2012-10-03 15:51:00,61.4
2012-10-03 15:56:00,61.5
2012-10-03 16:01:00,61.4
2012-10-03 16:06:00,61.4
2012-10-03 16:11:00,61.3
2012-10-03 16:16:00,61.2
2012-10-03 16:21:00,61.2
2012-10-03 16:26:00,61.1
2012-10-03 16:31:00,61
2012-10-03 16:36:00,60.9
2012-10-03 16:41:00,60.8
2012-10-03 16:46:00,60.7
2012-10-03 16:51:00,60.5
2012-10-03 16:56:00,60.6
2012-10-03 17:01:00,60.6
2012-10-03 17:06:00,60.6
2012-10-03 17:11:00,60.5
2012-10-03 17:16:00,60.6
2012-10-03 17:21:00,60.5
2012-10-03 17:26:00,60.5
2012-10-03 17:31:00,60.4
2012-10-03 17:36:00,60.4
2012-10-03 17:41:00,60.4
2012-10-03 17:46:00,60.4
2012-10-03 17:51:00,60.4
2012-10-03 17:56:00,60.5
2012-10-03 18:01:00,60.5
2012-10-03 18:06:00,60.5
2012-10-03 18:11:00,60.5
2012-10-03 18:16:00,60.5
2012-10-03 18:21:00,60.5
2012-10-03 18:26:00,60.5
2012-10-03 18:31:00,60.4
2012-10-03 18:36:00,60.4
2012-10-03 18:41:00,60.4
2012-10-03 18:46:00,60.4
2012-10-03 18:51:00,60.3
2012-10-03 18:56:00,60.2
2012-10-03 19:01:00,60.1
2012-10-03 19:06:00,60
2012-10-03 19:11:00,59.9
2012-10-03 19:16:00,59.9
2012-10-03 19:21:00,59.8
2012-10-03 19:26:00,59.8
2012-10-03 19:31:00,59.7
2012-10-03 19:36:00,59.7
2012-10-03 19:41:00,59.7
2012-10-03 19:46:00,59.6
2012-10-03 19:51:00,59.6
2012-10-03 19:56:00,59.7
2012-10-03 20:01:00,59.7
2012-10-03 20:06:00,59.7
2012-10-03 20:11:00,59.7
2012-10-03 20:16:00,59.7
2012-10-03 20:21:00,59.7
2012-10-03 20:26:00,59.7
2012-10-03 20:31:00,59.7
2012-10-03 20:36:00,59.8
2012-10-03 20:41:00,59.8
2012-10-03 20:46:00,59.8
2012-10-03 20:51:00,59.8
